"survey_type","province","gender","birth","nationality","religion","religion_freq","edu","edu_status","income","political","floor_area","property_0","property_1","property_2","property_3","property_4","property_5","property_6","property_7","property_8","height_cm","weight_jin","health","health_problem","depression","hukou","hukou_loc","media_1","media_2","media_3","media_4","media_5","media_6","leisure_1","leisure_2","leisure_3","leisure_4","leisure_5","leisure_6","leisure_7","leisure_8","leisure_9","leisure_10","leisure_11","leisure_12","socialize","relax","learn","social_neighbor","social_friend","socia_outing","equity","class","class_10_before","class_10_after","class_14","work_exper","insur_1","insur_2","insur_3","insur_4","family_income","family_m","family_status","house","car","son","daughter","minor_child","marital","marital_1st","s_birth","marital_now","s_edu","s_political","s_hukou","s_income","s_work_exper","f_birth","f_edu","f_political","f_work_14","m_birth","m_edu","m_political","m_work_14","status_peer","status_3_before","view","inc_ability","inc_exp","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_9","trust_10","trust_11","trust_12","trust_13","neighbor_familiarity","public_service_1","public_service_2","public_service_3","public_service_4","public_service_5","public_service_6","public_service_7","public_service_8","public_service_9","invest"
1,15,1,1985,1,1,1,12,4,35000,4,110,0,1,0,0,0,0,0,0,0,177,140,5,5,4,5,1,3,3,2,4,4,3,3,4,4,2,5,4,4,2,1,4,5,2,4,2,2,2,3,2,4,5,5,6,5,1,1,2,1,2,50000,4,3,1,2,0,0,0.971586075349893,3,2013,1985,2013,11,1,5,10000,5,1959,5.38720254946571,4,3.42485535723695,1960,4,1,3.42888748125111,2,1,4,2,50000,4,3,3.24825152823281,2.94519017910761,4,3,3,4,3,3.5605258308938,3.41119082104742,4,2,3,90,80,80,85,80,80,80,80,90,1
1,12,1,1994,1,1,1,12,1,0,2,70,0,0,0,0,1,0,0,0,0,176,120,4,4,4,5,2,2,4,1,4,5,3,2,3,3,2,4,3,3,2,2,3,5,1,3,3,4,7,3,6,2,2,2,6,2,5,1,1,2,2,20000,2,2,1,2,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,8.38800545995423,1.14700534575526,3.82006347129807,15885.1076310219,1.2183536637776,1963.22898650121,6,1,12,1962.61175863995,3,1,12,3,2,4,2.91766123148882,40000,4,3,3.19413388117399,2.94519017910761,4,3.43361211542344,2,4,2,3,2.79307267965634,3,2,3,40,40,10,60,40,50,40,57.7618318818986,60,1
1,10,1,1995,4,0,6,12,1,800,2,107,0,0,0,0,1,0,0,0,0,178,130,5,5,4,2,1,3,3,1,3,5,3,2,3,4,3,4,4,4,2,2,4,4,1,3,4,4,7,3,6,4,4,3,5,3,6,1,2,2,2,1e+05,3,3,1,2,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,10.9114946195341,1.9008195970696,1.97985108785736,56445.8243572935,1.2183536637776,1970,12,1,1,1970,10,1,1,2,1,3,2,1e+05,5,4,4,4,5,4,3,4,3,4,4,4,3,2,90,30,40,60,60,60,40,80,70,1
2,8,2,1987,4,0,1,3,2,4000,1.05240336618438,100,0,0,1,0,0,0,0,0,0,168,128,3,3,2,1,1,1,1,3,4,1,1,1,5,4,5,3,4,4,3,4,4,4,5,2,4,1,3,6,6,1,1,1,1,3,5,1,2,2,2,10000,2,1,1,2,0,0,0.971565462905073,2,2009,1981,2010.34557759847,3,1,1,8000,1,1955,1,1,2,1958,1,1,2,3,2,2,3,30000,1,2,2,2,3,2,2,2.33667699639686,2,2,2.08580558583317,2,1,3,40,50,60,30,30,30,20,70,70,1
1,27,2,1973,1,1,1,12,4,30000,1,110,0,1,1,0,0,0,0,0,0,165,130,5,5,5,2,1,2,2,2,3,5,1,2,3,1,2,2,3,4,1,1,2,3,1,4,5,3,2,3,3,4,5,5,5,5,1,1,1,2,2,60000,3,3,1,2,1,0,1,3,1999,1974,1999,7,4,2,30000,1,1937,4,4,1,1934,4,1,1,2,2,3,2,30000,4,3,3.24825152823281,2.94519017910761,4,4,3,3,3,3,2.94932180836135,3,3,5,80,70,70,80,70,70,80,90,90,1
1,5,1,1946,1,1,1,3,2,25200,1,52.7,0,1,0,0,0,0,0,0,0,168,140,5,5,3,5,1,2,1,1,5,1,1,1,5,4,5,2,4,5,5,1,4,2,5,1,4,1,5.06469713550815,5.39086959619508,1,2,5,3,5,2,5,1,1,2,2,44400,5,3,1,2,2,0,0,3,1972,1948,1972,3,1,5,19200,5,1920.36240190985,1,1,4,1923.58845118488,1,1,15,2,2,4,2,30000,4,2,2,2,4,4,1,3.69203717802574,2.004861759565,1,3,2.26894099181382,1,3,80,50,70,60,80,80,80,90,70,1
1,1,1,1950,1,1,1,4,4,38400,1,98,0,0,1,1,0,0,0,0,0,174,130,3,4,5,5,3,3,1,4,3,1,1,1,5,4,1,5,4,4,5,1,5,5,5,2,3,2,6,6,5,4,5,4,6,4,5,1,1,2,2,70000,2,3,1,2,1,0,0,3,1977,1951,1977,4,1,5,32400,5,1903,4,4,11,1910,1,1,15,2,1,4,2,40000,5,5,5,5,5,5,5,5,5,5,5,5,5,3,60,50,80,80,90,80,80,80,80,1
2,22,1,1965,1,1,1,6,4,50000,4,140,0,1,1,0,0,0,0,0,0,170,130,4,4,4,1,1,2,2,1,4,5,1,1,5,2,3,5,4,3,1,3,5,5,1,3,3,2,2,2,2,3,5,4,6,2,1,1,1,2,2,150000,1,3,1,1,1,1,0,3,1989,1967,1989,4,1,1,50000,1,1929,1,1,2,1928,1,1,2,2,1,4,2,3e+05,5,4,4,4,4,4,3,4,3,4,3.66137217864319,4,3,4,80,80,80,80,80,80,70,80,85,1
1,17,2,1966,1,1,1,4,4,21977.9366098978,1,120,0,1,1,0,0,0,0,0,0,160,120,4,4,5,1,1,2,2,2,4,3,1,1,5,3,4,5,3,3,1,1,5,5,3,4,4,2,1,3,2,1,5,5,5,5,1,1,1,2,2,42205.7961209796,7,3,2,2,2,0,0,3,1987.500078993,1966,1988.86599982024,4,1,1,20180.9827070094,1,1936.32587183614,2.24431172288682,1,2,1939.39687694653,1.29269332179388,1,2,2,2,4,3,395250.953122778,4,3,3.24825152823281,2.90352351244094,5,3.83393699782647,3,4,3,3.09273428451219,2.94932180836135,3.11373855333748,1,5,40,40,60,50,50,60,60,80,80,1
2,9,2,1953,1,1,1,1,3.44084282012301,3000,1,70,0,0,0,1,0,0,0,0,0,160,100,4,3,4,1,1,1,1,1,3,1,1,2,5,4,5,5,4,4,2,4,5,2,5,3,3,2,2,2,1,4,5,3,5.58313580327583,4,3,1,1,2,2,8000,2,3,1,2,3,1,0,3,1980,1952,1980,4,1,1,5000,3,1929.3285584368,1,1,2,1931.32061995385,1,1,2,2,1,3,2,20000,4,4,4,4,4,3.93295380006022,3,4.033829449975,4,4,3.61971784324315,3.93399380447638,2,5,90,90,80,90,90,80,90,90,70,1
2,13,2,1957,6,0,2,3,4,2000,1,240,0,0,1,0,0,0,0,0,0,160,120,2,2,4,1,1,1,1,4,5,1,1,1,5,2,5,2,3,3,5,5,5,4,5,4,3,1,3,3,1,4,1,4,2.27402624971498,1,4,1,1,2,2,2000,3,2,1,2,0,2,0,3,1979,1954,1979,4,4,1,2000,2,1929,2,1,5,1931.32061995385,1.29269332179388,1.01019052071584,16,3,3,4,2.89532853003754,5000,5,4,4,4,4,3,3,5,4,3,3,3,1,5,98,98,100,80,80,90,58,90,95,1
1,7,1,1949,1,1,1,12,4,120000,4,160,0,0,0,0,0,0,0,0,1,165,130,4,5,5,5,1,5,5,1,5,2,1,1,5,5,1,5,4,4,5,1,5,5,2,1,4,4,4.45243885906362,4.68308979555843,6,4,7,7,7,2,5,1,1,2,2,160000,2,4,1,2,0,1,0,3,1975,1949,1975,12,4,5,60000,5,1915,1,1,2,1925,1,1,2,1,2,4,2,120000,5,5,3,3,5,5,4,5,4,4,3.69753918710077,4,2,4,90,70,80,90,80,90,90,90,90,1
2,27,1,1957,1,1,1,3,2,2000,1,68,0,1,0,0,0,0,0,0,0,160,140,3,3,2,1,1,1,1,1,5,1,1,1,5,3,5,5,1,1,5,5,5,5,5,5,5,1,1,1,1,2.95831363659151,1,3,1,3.19243160903949,2,1,1,2,2,4000,2,1,1,2,1,2,0,3,1981.62768137044,1958,1982.65735198941,3,1,1,2000,3,1930.92498289385,2,1,2,1932.81666692409,1,1,2,3,3,3.60580233158258,3,10000,5,1,5,5,5,3,1,3.92896556328919,3.12735061917788,3.08802915629041,2.40730616525415,2.93685694894803,1,5,100,100,80,90,100,100,40,60,60,1
1,15,2,1935,1,1,1,3,2,36000,1,470,0,0,0,0,1,0,0,0,0,163,110,4,2,3,2,1,1,1,1,3,1,1,1,5,3,3,4,3,3,4,3,5,4,5,2,2,2,1,4,2,3,5,5,5,3,5,1,1,2,2,1e+05,4,3,2,2,1,1,0,7,1962,1941.19829906567,1962.28394771818,4.73637332427042,1.53531643916028,1.97985108785736,39220.9038046592,4.6039273300958,1910,2,1,4,1912,1,1,16,2,2,3,2,12945092.548692,4,4,4,4,4,4,3,5,4,3,3,3,2,4,70,80,80,60,70,80,50,60,60,1
2,23,1,1950,1,1,1,1,3.18566430652934,8100,1,240,0,0,0,1,0,0,0,0,0,167,110,2,5,4,1,1,1,1,2,4,1,1,1,5,3,5,5,3,3,2,5,5,5,5,2,3,1,3,7,2,4,6,1,8,1,2,1,1,2,2,30000,6,2,1,2,1,1,0,3,1980,1955,1980,3,1,1,2000,3,1910.47366756726,3,1,2,1910,1,1,2,2,1,4,1,1400,4,4,3,3,3,3,3,3,2,3,2.8355558299936,3,3,5,100,80,90,80,100,80,100,80,100,1
2,2,1,1957,1,1,2,1,3.03745273468958,10000,1,80,0,1,0,0,0,0,0,0,0,160,120,4,3,3,1,1,1,1,1,3,1,1,3,5,5,5,5,5,3,5,5,5,5,5,3,1,1,3,3,1,3,2,1,3,2,3,1,1,2,2,20000,4,2,1,2,1,1,0,3,1972,1959,1972,1,1,1,8000,3,1929.44655808392,1,1,2,1931.32061995385,1,1,2,2,2,2,2,10000,5,4,3,3,5,3,3,3,4,2,3,3,2,5,80,80,70,60,60,70,70,80,60,1
2,18,2,1954,1,1,1,1,2.92089380731681,0,1,200,0,1,0,0,0,0,0,0,0,160,120,2,2,2,1,2,1,1,1,5,1,1,1,5,1,5,5,4,1,5,5,5,5,5,5,5,1,1,7,1,2,2,1,2,4,3,1,2,2,2,30000,2,3,1,2,1,4,0,3,1979,1955,1979,3,1,1,0,3,1928.66523890609,1,1,2,1931.32061995385,1,1,2,2,2,4,2,40000,4,4,4,4,5,3,3,4,2,3,3,3,1,5,60,60,70,40,40,60,60,80,40,1
1,27,2,1988,1,1,1,13,4,0,1,50,0,0,0,0,0,0,0,0,1,160,92,4,5,5,2,3,3,4,2,2,5,2,4,4,4,2,4,4,3,1,4,5,4,1,2,3,4,6,5,1,4,5,4,6,4,1,1,1,2,2,0,1,2,1,2,0,0,0.916973412695868,1,2010.21065262983,1987.03860476111,2010.91206408496,9.71674989658416,1.47233163117321,1.97985108785736,15885.1076310219,1.20096796723594,1955,10,4,1,1957,7,1,1,2,2,4,3,2e+05,5,5,5,5,5,4,5,5,4,5,4.31471455205646,5,3,2,60,20,70,80,80,70,60,60,70,1
2,29,2,1968,1,1,1,6,4,90000,1,110,0,1,0,0,0,0,0,0,0,165,120,4,4,4,1,1,2,2,1,4,4,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,2,4,1,4,6,5,7,4,1,1,1,2,2,120000,2,3,1,2,1,1,2,3,1992,1969,1992,4,1,1,50000,1,1937.74534921068,2.80172995988062,1,2.40987192922387,1940.05369498981,2.45473338409169,1,2,1,1,4,2,1e+06,4,3,3,3,5,3,3,3,3,2,2,2,1,4,60,70,50,60,60,50,70,70,40,1
1,22,1,1983,1,1,1,7,2,40000,1,110,0,0,0,0,0,0,0,0,1,177,120,2,4,2,1,3,2,2,2,5,5,2,1,4,4,4,4,3,3,3,5,5,4,1,2,2,2,3,3,2,1,4,3,5,3,1,1,1,1,2,80000,4,3,1,1,2,0,2,3,1995,1983,1995,6,1,1,0,1,1961,3,1,2,1960,1,1,2,2,2,3,3,1e+05,3,3,3,3,5,3,3,4,3,3,3,3,1,4,70,60,79,70,80,80,80,80,80,1
2,21,1,1957,1,1,1,9,4,50000,4,310,0,1,1,0,0,0,0,0,0,180,125,4,4,3,2,1,3,2,1,4,2,3,2,5,5,3,5,4,2,2,5,5,5,4,3,4,1,2,3,1,2,5,3,7,3,1,1,1,2,2,1e+05,4,3,2,2,2,0,0,3,1981,1959,1981,3,1,1,0,5,1937,3,1,2,1932,3,1,2,1,1,3,3,80000,4,4,4,3,4,4,3,4,3,2,2.08580558583317,2.44771231268384,2,5,80,90,90,90,90,90,80,80,80,1
2,6,2,1937,1,1,1,2,2.3774242515505,18000,1,40,0,1,0,0,0,0,0,0,0,158,40,2,2,4,1,1,1,1,1,4,1,1,2,5,5,5,5,5,1,5,5,5,5,5,3,3,1,2,2,1,4,6,3,6,2,4,1,1,2,2,18000,1,2,1,2,2,3,0,7,1961.98887216227,1941.19829906567,1962.28394771818,2.98570234831329,1.14622967515881,1.09115384917075,15885.1076310219,3.22920929368153,1913.99838021078,1,1,2,1920.54868406226,1,1,16,3,2,3,2,20000,4,4,4,4,4,4,3,3,3,3,3,3,2,4,80,80,80,80,80,80,80,80,80,1
1,7,1,1959,1,1,1,6,4,2544,1,60,0,0,0,0,0,0,0,0,0,170,120,4,5,5,2,1,3,3,3,4,1,1,1,5,5,1,5,4,4,5,1,5,5,5,1,4,3,4.92621556800333,4.90294392721094,1,4,4,4,4,3,5,1,1,2,2,20000,3,2,1,2,0,1,0,3,1992,1958,1992,4,1,2,16800,5,1933.32144592761,1,1,1,1933.69001481664,1.23002739625028,1,15,3,2,4,3,40000,2,2,2.30576962754447,2.04520591646319,3,2,3,4,2,2.15180949976967,2.08580558583317,2.29243491140075,1,3,60,60,70,70,68.9189001002335,70,70,70,80,1
2,13,1,1949,6,1,1,4,4,36000,4,240,0,1,0,0,0,0,0,0,0,156,100,4,4,4,2,1,2,2,3,5,1,2,1,5,2,4,5,4,4,4,5,5,5,5,5,5,2,1,3,1,4,6,5,7,3.62999568182122,2,1,1,2,2,40000,5,3,1,2,1,1,0,3,1970,1950,1970,3,4,1,2700,2,1924,1,1,1,1927.3866213995,1,1,2,1,2,3,2,50000,5,5,5,5,5,5,5,4,4,3,3,3,2,5,80,80,90,80,70,70,70,70,70,1
2,5,2,1966,1,1,1,3,4,10000,1,77,0,1,0,0,0,0,0,0,0,155,122,4,5,4,1,3,1,1,1,5,1,1,1,5,3,5,5,3,3,5,5,5,5,5,3,3,1,2,2,1,4,4,3,5,3,1,2,2,2,2,80000,5,2,1,2,1,0,0,3,1985,1965,1985,3,1,1,10000,5,1933,3,1,2,1941,3,1,2,3,3,5,2,20000,4,4,4,4,4,4,4,3,3,3,3,3,2,4,70,80,60,70,60,60,60,60,60,1
1,21,2,1944,1,1,1,3,4,0,1,300,0,1,0,0,0,0,0,0,0,150,115,4,3,3,2,1,2,2,2,5,2,2,1,4,5,5,5,4,5,1,1,4,2,5,2,4,1,5,6,1,3,1,1,2,4,4,1,2,2,1,0,1,3,1,2,1,2,0,4,1970,1907,2001,9,1,2,0,5,1916.12637101674,2,1,2,1921.51782185437,2,1,2,2,1,3,2,50000,5,5,4,4,5,3,3,5,4,3.34117642275349,2.94932180836135,3.11373855333748,1,5,80,60,50,60,50,50,80,50,80,1
1,7,2,1947,1,1,1,7,4,36000,1,70,0,1,0,0,0,0,0,0,0,150,110,3,3,2,2,1,2,2,1,5,1,1,1,5,4,4,5,4,4,5,5,5,5,5,1,1,1,5.22847672054034,5.46790760317869,1,3,3,3,3,2,5,1,1,2,2,72000,2,2,1,2,0,1,0,7,1976,1948.71466837816,1974.8219592377,6.08011724595854,1.57323572869962,1.97985108785736,24301.1056911305,4.75270231397717,1920,2,1,1,1920,1,1,15,3,2,4,3,60000,4,2,2,2,4,2,2,3,1,1.75115208657644,2.01944254094052,2.17782951906145,1,3,50,60,60,60,60,60,60,60,60,1
2,22,2,1945,1,1,1,3,2,21033.7429742117,1,250,0,0,1,0,0,0,0,0,0,156,120,4,5,4,1,1,1,1,1,5,1,1,1,5,2,5,5,4,1,5,5,5,5,5,2,4,1,1,1,2,4,1,1,1,3,3,1,1,2,2,7000,2,3,1,2,2,1,0,3,1964,1939,1964,3,1,1,3500,3,1916.12637101674,1.79989873157281,1,2,1921.51782185437,1,1,2,2,3,3,2.16165763171171,7000,4,4,4,2,4,4,2,3,3,4,2.87874004861868,3.23447100291845,1,5,100,60,54.1431240866243,50,50,40,50,60,50,1
1,22,1,1965,1,0.968276903772675,2,6,4,48000,1,70,0,1,0,0,0,0,0,0,0,162,110,5,3,4,1,1,1,1,1,5,1,1,1,5,3,5,5,4,2,3,4,5,5,5,5,2,2,2,2,2,2,3,2,6,3,1,1,1,2,2,80000,3,3,1,2,0,2,1,3,1987.500078993,1967,1988.86599982024,4,1,1,40000,1,1933,1,1,2,1933.69001481664,1,1,16,2,1,4,2,1e+05,4,4,5,4,5,2,2,4,5,5,3.88731279862591,3,3,4,80,90,90,80,90,90,70,90,90,1
1,6,2,1959,1,1,1,3,2,24000,1,90,0,0,1,0,0,0,0,0,0,150,120,3,4,3,5,2,3,2,2,5,3,2,1,4,4,2,4,4,4,4,3,5,5,3,3,3,2,2,2,2,3,6,5,7,4,5,1,1,1,1,50000,2,3,1,2,1,0,0,3,1985,1962,1985,3,1,5,25000,5,1932.36817050032,1,1,2,1932.81666692409,1,1,2,2,2,3,2,40000,4,3,3.28492753196764,2.94519017910761,5,4,3,4,4,4,3.56766140928272,4,2,3,78,74,75,69,84,82,71,70,76,1
1,5,2,1956,1,1,1,6,4,5000,1,60,0,0,0,0,0,0,0,0,1,174,140,2,3,3,2,2,2,2,2,3,1,1,2,4,4,4,4,4,4,4,4,4,5,5,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,10000,2,1,0,2,1,0,0,3,1980,1956,1980,6,1,2,5000,5,1930.99634109982,1,1,1,1932.81666692409,1,1,1,3,3,4,3,5000,4,3,3,3,4,2,2,2,2,2,2.08580558583317,2.14146123261644,2,4,50,20,20,20,0,0,0,30,30,1
1,10,1,1993,1,0,8,12,1,20000,1,120,0,0,0,0,1,0,0,0,0,180,140,5,4,4,2,1,3,3,2,4,5,1,1,4,3,2,4,4,3,1,3,4,5,1,3,4,5,5,5,6,4,5,3,9,2,5,1,2,2,2,1e+05,3,3,1,2,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,10.5943033362411,2.07716948669779,1.97985108785736,55602.5146472153,1.32084000425277,1965,6,1,9,1969,3,1,2,2,1,4,3,40000,5,4,4,4,5,4,4,4,3,3,5,3,2,2,60,70,50,60,50,60,70,60,80,1
2,5,1,1972,1,0,3,4,4,30000,1,88,0,1,0,0,0,0,0,0,0,168,140,5,5,5,1,1,3,1,1,4,1,1,2,5,5,3,5,4,4,5,5,5,5,5,2,2,1,5,6,6,4,2,1,2,1,3,1,2,2,2,60000,3,3,1,2,1,0,0,3,1992,1972,1992,4,1,1,30000,3,1951,4,1,2,1950,4,1,2,2,2,4,2,2e+05,5,4,4,4,5,4,3,5,5,3.56465623792999,3.98138442340338,3.93399380447638,2.26739958235104,5,60,60,50,20,60,60,60,80,80,1
1,4,1,1985,1,1,1,4,4,36000,1,10,0,0,0,0,0,0,0,0,1,175,150,4,5,5,1,3,2,2,3,4,3,1,1,5,4,4,5,4,4,4,2,4,4,2,3,3,3,7,6,1,2,1,1,5,1,1,1,2,2,2,80000,1,1,1,2,1,1,2,3,2007,1985,2007,4,1,1,36000,1,1963,4,1,2,1962,4,1,2,3,2,5,3,72000,2,2,2,2,4,4,4,4,2,3,3,3,1,2,60,60,50,60,60,50,70,60,60,1
1,5,1,1959,1,1,1,10,4,30000,4,64,0,1,0,0,0,0,0,0,0,174,126,3,4,4,2,1,2,2,2,5,4,3,1,5,4,4,3,2,2,5,2,5,5,2,4,3,2,2,2,1,2,3,2,5,2,1,1,1,1,1,50000,2,3,1,2,1,0,0,3,1982,1969,1982,6,1,2,10000,1,1934.7618913665,3,1,2,1939.39687694653,1,1,2,2,2,4,3,60000,4,4,4,4,3,2,2,2,3,3,2,3,1,2,50,50,60,70,50,60,50,70,60,1
1,19,1,1963,1,0,1,7,4,60000,1,43,0,1,0,0,0,0,0,0,0,176,126,3,3,3,5,2,3,2,2,5,3,2,1,5,2,3,5,5,5,3,3,5,5,5,2,4,2,7,4,1,3,4,4,6,4,1,1,1,2,2,60000,2,2,1,2,0,1,0,6,1985,1964.06782692742,1993.81069319722,5.44231520235453,1.07292159833925,4.21941275404943,20849.0113164892,1.93914361780133,1933,1,1,2,1935,1,1,15,3,2,3,3,80000,3,3,3,3,3,3,3,3,3,3,4,3,2,2,50,60,60,50,50,50,60,60,50,1
1,16,2,1986,1,1,1,1,2.98717154897089,21033.7429742117,1,70,0,0,0,0,0,0,0,0,1,155,83,3,4,4,1,2,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,4,5,1,3,1,4.85947721670577,5.32502820322594,1,3,4,6,7,6,5,1,2,2,2,42205.7961209796,4,2,0,2,1,2,3,3,2011,1987,2011,4,1,1,20180.9827070094,1,1959.57477414065,3,1,2,1962.61175863995,1,1,2,3,2,4,2.70574147915215,1e+05,4,3,4,3,4,3.52600725806315,2,4,3,3,2.29044089326844,2,2,3,80,60,60,70,65,60,65,70,80,1
1,16,2,1955,1,1,1,1,2.96085254088857,0,1,80,0,1,0,0,0,0,0,0,0,155,100,1,2,3,2,1,1,1,1,5,1,1,1,5,3,5,5,4,5,2,1,5,3,5,2,4,1,3,3,1,3,1,1,3,1,5,2,1,2,2,20000,3,1,1,2,1,3,0,3,1974,1952,1974,3,1,2,0,5,1929.44655808392,1,1,2,1931.32061995385,1,1,2,3,2,4,2,20000,4,4,4,4,4,3.83821485812017,3,3.75229280265341,3,3.09273428451219,2.94932180836135,3.11373855333748,3,5,80,80,70,80,75,80,70,80,80,1
1,7,1,1970,1,1,1,4,4,25000,1,120,0,0,0,0,0,0,0,0,1,178,170,4,5,4,1,3,3,3,1,4,4,1,1,4,5,2,5,5,5,5,5,5,5,1,1,3,2,5.04221347866877,4.5284661865903,1,2,1,1,3,1,1,2,2,2,2,25000,2,2,1,2,1,0,1,6,1994.69171358854,1971.3064330841,1995.11963592083,3.89092224838218,1.05455205983293,1.09406739150784,15885.1076310219,1.29472008947703,1944.65848266407,1,1,2,1947.58115690296,1,1,2,3,2,4,2,60000,2,2,2.47407263438406,2.04520591646319,2,2,2,2,2.30792641657059,2.07137858563817,2.08580558583317,2.30248322119791,1,2,100,100,50,80,90,60,90,80,80,1
1,6,2,1968,1,1,2,4,4,15000,1,300,0,1,1,0,0,0,0,0,0,150,86,5,4,4,1,1,1,1,2,4,1,1,1,5,2,5,5,4,2,3,5,5,5,5,3,3,1,2,2,2,4,5,4,6,3,1,1,2,2,2,30000,3,3,1,2,1,1,0,3,1988,1965,1988,4,1,1,20000,1,1932,1,1,2,1935,1,1,2,2,2,3,2,35000,4,4,4,4,4,4,3,3,3,3,3,4,2,4,80,80,80,80,75,80,80,80,80,1
2,16,1,1980,1,1,1,4,4,40000,1,260,0,0,0,0,1,0,0,0,0,169,130,4,5,5,1,1,1,1,1,4,4,2,1,5,5,5,5,4,4,2,5,5,5,1,2,2,2,5,6,1,4,4,1,6,2,3,1,2,2,2,50000,4,3,1,2,1,1,2,3,2005.65660924996,1982,2005.80651005428,3,1,1,10000,3,1961,6,1,2.12371359604664,1962,3,1,2.5497112857983,2,1,3,3,166609.946808086,5,4,4,4,5,4,3,3,4,3.28961096075496,2.94932180836135,3.11373855333748,1.89975154945708,5,80,80,60,70,70,60,70,60,60,1
1,29,2,1990,1,1,1,7,4,0,1,18,0,0,0,0,0,0,0,0,1,160,105,4,5,5,1,2,2,2,2,4,5,5,1,3,3,4,5,4,3,2,3,5,4,1,3,3,3,3,3,2,3,9,7,9,7,6,1,2,2,2,14000,2,2,0,2,0,0,0.971565462905073,3,2013,1990,2013,10,1,2,14000,1,1960,1,1,2,1957,1,1,2,1,2,4,2,1e+05,2,2,2,2,3,3,2,2,2,2,2.08580558583317,2.33820438629042,2,2,70,80,60,60,70,80,80,80,90,1
2,10,2,1984,4,0,4,3,2,0,1,70,0,0,1,0,0,0,0,0,0,167,140,5,5,5,1,1,1,1,1,4,2,2,2,5,3,5,5,4,4,4,4,5,5,3,4,4,3,3,5,2,4,5,3,7,3,3,1,1,2,1,50000,4,3,0,1,2,0,2,3,2006,1981,2006,4,1,1,50000,1,1956,4,1,2,1959,1,1,2,2,2,3,2,30000,5,5,5,4,5,4,4,4,4,4,4,4,3,5,70,70,70,70,70,70,70,70,70,1
2,9,1,1990,1,1,1,4,4,45000,1,350,0,0,0,0,1,0,0,0,0,170,120,4,4,4,1,1,2,2,3,3,5,1,3,5,3,4,5,3,2,2,4,5,5,1,4,4,2,4,2,6,4,5,3,6,2,1,1,2,2,2,1e+05,4,4,1,1,0,0,0.971586075349893,1,2010.21065262983,1987.03860476111,2010.91206408496,4.39155186744377,1.05455205983293,1.09406739150784,56445.8243572935,1.29166697373707,1966,4,1,5,1969,4,1,2,2,1,4,2,50000,4,4,4,4,5,4,4,4,3,4,3.83029280542653,4,3,4,90,95,90,90,90,90,90,90,90,1
1,16,2,1940,1,0,6,1,2.49052090725775,2400,1,120,0,0,0,1,0,0,0,0,0,150,130,2,3,3,2,2,1,1,1,3,1,1,2,5,3,5,5,4,4,5,5,5,5,5,3,4,1,2,7,1,2,4,4,4.40145039346053,4,1,1,1,2,2,30000,4,2,1,2,2,1,0,3,1961.98887216227,1939,1962.28394771818,1,1,2,2400,1,1914.85488831909,1,1,2,1921.51782185437,1,1,2,3,2,3,3,50000,2,2,2,2,2,2,2,2,2,2.22725824359564,2.27273457723977,2.13447198530461,1,3,20,0,20,20,30,30,20,20,10,1
1,12,1,1984,1,1,2,11,4,39266.0734499604,2.25347200026042,110,0,0,0,0,0,0,0,0,1,174,140,4,4,4,5,2,3,3,2,3,5,1,2,3,3,3,4,4,3,2,2,4,5,1,2,3,3,5,3,5,4,6,4,7,4,1,1,1,1,1,97230.4482457127,3,3,1,1,0,0,0.971565462905073,3,2004,1983,2004,12,1,2,25241.1026735115,1,1949.70517454934,7,1,9,1952,4,1,15,2,2,4,2,166609.946808086,4,3,4,4,4,4,3,4,3,3,4,4,2,3,80,80,80,80,80,70,70,80,80,1
1,7,2,1937,1,0,1,1,3.12798362578883,25200,1,25,0,0,1,0,0,0,0,0,0,154,160,4,4,5,2,2,1,1,1,3,1,1,2,5,5,5,5,3,5,5,5,5,5,5,1,3,1,4.87926720085646,5.38369486989261,1,1,4,4,4,4,5,1,1,2,2,30000,1,3,1,2,2,1,0,7,1959,1941.19829906567,1962.28394771818,3.86113981109817,1.38766523777991,1.97985108785736,15885.1076310219,4.75270231397717,1913.99838021078,1,1,2,1920.54868406226,1,1,2,2,2,4,1,30000,5,4,4,4,5,5,5,4,2,2,2.56706438593384,3,1,4,20,30,40,40,20,50,50,70,60,1
2,2,1,1941,8,1,1,7,4,720,1,400,0,0,0,1,0,0,0,0,0,167,116,5,4,4,1,1,3,2,3,4,1,1,1,5,3,2,4,3,2,2,2,4,5,5,5,5,3,1,1,1,2,2,5,2.71175609694681,1,5,1,1,2,2,42205.7961209796,4,4,1,2,3,1,0,5,1963,1945,1963,4,1,1,720,4,1914,2,1,2,1919,1,1,2,3,2,3,4,5000,4,4,4,4,4,4,3,4,4,4,3.27279618475613,3,3,5,8,7,5,6,6,8,8,7,6,1
